2.00E+00	3.48E+08	3.72E+08	3.02E+08
4.00E+00	1.69E+07	1.06E+07	7.92E+06
6.00E+00	1.69E+06	1.09E+06	8.37E+05
8.00E+00	3.02E+05	2.08E+05	1.63E+05
1.00E+01	7.65E+04	5.65E+04	4.46E+04
1.20E+01	2.49E+04	1.92E+04	1.53E+04
1.40E+01	9.59E+03	7.62E+03	6.16E+03
1.60E+01	4.14E+03	3.40E+03	2.76E+03
1.80E+01	1.98E+03	1.66E+03	1.36E+03
2.00E+01	1.01E+03	8.74E+02	7.18E+02
2.20E+01	5.58E+02	4.87E+02	4.01E+02
2.40E+01	3.21E+02	2.84E+02	2.36E+02
2.60E+01	1.92E+02	1.73E+02	1.44E+02
2.80E+01	1.20E+02	1.09E+02	9.09E+01
3.00E+01	7.71E+01	7.09E+01	5.93E+01
3.20E+01	5.12E+01	4.72E+01	3.97E+01
3.40E+01	3.45E+01	3.23E+01	2.71E+01
3.60E+01	2.39E+01	2.25E+01	1.90E+01
3.80E+01	1.69E+01	1.60E+01	1.35E+01
4.00E+01	1.22E+01	1.15E+01	9.77E+00
4.20E+01	8.91E+00	8.47E+00	7.17E+00
4.40E+01	6.59E+00	6.30E+00	5.34E+00
4.60E+01	4.93E+00	4.74E+00	4.01E+00
4.80E+01	3.75E+00	3.61E+00	3.07E+00
5.00E+01	2.88E+00	2.78E+00	2.36E+00
5.20E+01	2.23E+00	2.16E+00	1.84E+00
5.40E+01	1.75E+00	1.69E+00	1.44E+00
5.60E+01	1.38E+00	1.34E+00	1.14E+00
5.80E+01	1.10E+00	1.07E+00	9.10E-01
6.00E+01	8.78E-01	8.57E-01	7.30E-01
6.20E+01	7.09E-01	6.93E-01	5.91E-01
6.40E+01	5.77E-01	5.64E-01	4.81E-01
6.60E+01	4.73E-01	4.62E-01	3.94E-01
6.80E+01	3.88E-01	3.81E-01	3.24E-01
7.00E+01	3.21E-01	3.14E-01	2.69E-01
7.20E+01	2.67E-01	2.61E-01	2.24E-01
7.40E+01	2.23E-01	2.19E-01	1.87E-01
7.60E+01	1.87E-01	1.83E-01	1.57E-01
7.80E+01	1.58E-01	1.55E-01	1.32E-01
8.00E+01	1.33E-01	1.31E-01	1.12E-01
8.20E+01	1.14E-01	1.12E-01	9.54E-02
8.40E+01	9.67E-02	9.51E-02	8.15E-02
8.60E+01	8.27E-02	8.14E-02	6.97E-02
8.80E+01	7.12E-02	6.99E-02	5.99E-02
9.00E+01	6.14E-02	6.03E-02	5.16E-02
9.20E+01	5.31E-02	5.21E-02	4.46E-02
9.40E+01	4.60E-02	4.52E-02	3.87E-02
9.60E+01	4.01E-02	3.93E-02	3.37E-02
9.80E+01	3.49E-02	3.43E-02	2.94E-02
1.00E+02	3.06E-02	3.00E-02	2.57E-02
1.02E+02	2.68E-02	2.63E-02	2.25E-02
1.04E+02	2.35E-02	2.31E-02	1.98E-02
1.06E+02	2.08E-02	2.03E-02	1.75E-02
1.08E+02	1.83E-02	1.79E-02	1.54E-02
1.10E+02	1.62E-02	1.59E-02	1.36E-02
1.12E+02	1.44E-02	1.41E-02	1.21E-02
1.14E+02	1.28E-02	1.25E-02	1.07E-02
1.16E+02	1.14E-02	1.11E-02	9.55E-03
1.18E+02	1.01E-02	9.92E-03	8.50E-03
1.20E+02	9.07E-03	8.87E-03	7.60E-03
1.22E+02	8.10E-03	7.92E-03	6.79E-03
1.24E+02	7.28E-03	7.09E-03	6.09E-03
1.26E+02	6.53E-03	6.38E-03	5.47E-03
1.28E+02	5.88E-03	5.73E-03	4.91E-03
1.30E+02	5.30E-03	5.17E-03	4.43E-03
1.32E+02	4.79E-03	4.66E-03	4.00E-03
1.34E+02	4.32E-03	4.20E-03	3.61E-03
1.36E+02	3.91E-03	3.80E-03	3.27E-03
1.38E+02	3.55E-03	3.45E-03	2.96E-03
1.40E+02	3.22E-03	3.13E-03	2.69E-03
1.42E+02	2.92E-03	2.84E-03	2.44E-03
1.44E+02	2.65E-03	2.58E-03	2.21E-03
1.46E+02	2.43E-03	2.35E-03	2.02E-03
1.48E+02	2.21E-03	2.14E-03	1.84E-03
1.50E+02	2.01E-03	1.96E-03	1.68E-03
1.52E+02	1.84E-03	1.79E-03	1.53E-03
1.54E+02	1.68E-03	1.63E-03	1.40E-03
1.56E+02	1.54E-03	1.50E-03	1.28E-03
1.58E+02	1.42E-03	1.37E-03	1.18E-03
1.60E+02	1.30E-03	1.26E-03	1.08E-03
1.62E+02	1.20E-03	1.16E-03	9.91E-04
1.64E+02	1.10E-03	1.06E-03	9.10E-04
1.66E+02	1.01E-03	9.77E-04	8.37E-04
1.68E+02	9.32E-04	9.00E-04	7.71E-04
1.70E+02	8.61E-04	8.29E-04	7.11E-04
1.72E+02	7.94E-04	7.65E-04	6.55E-04
1.74E+02	7.34E-04	7.07E-04	6.05E-04
1.76E+02	6.78E-04	6.53E-04	5.59E-04
1.78E+02	6.28E-04	6.04E-04	5.17E-04
1.80E+02	5.81E-04	5.59E-04	4.78E-04
1.82E+02	5.38E-04	5.18E-04	4.43E-04
1.84E+02	5.00E-04	4.80E-04	4.11E-04
1.86E+02	4.64E-04	4.46E-04	3.81E-04
1.88E+02	4.31E-04	4.14E-04	3.54E-04
1.90E+02	4.01E-04	3.85E-04	3.29E-04
1.92E+02	3.72E-04	3.58E-04	3.06E-04
1.94E+02	3.47E-04	3.33E-04	2.84E-04
