1.96E+02	3.23E-04	3.10E-04	2.65E-04
1.98E+02	3.01E-04	2.89E-04	2.47E-04
2.00E+02	2.81E-04	2.69E-04	2.29E-04
2.02E+02	2.62E-04	2.51E-04	2.14E-04
2.04E+02	2.45E-04	2.34E-04	2.00E-04
2.06E+02	2.29E-04	2.19E-04	1.87E-04
2.08E+02	2.14E-04	2.05E-04	1.74E-04
2.10E+02	2.00E-04	1.91E-04	1.63E-04
2.12E+02	1.88E-04	1.79E-04	1.53E-04
2.14E+02	1.76E-04	1.68E-04	1.43E-04
2.16E+02	1.65E-04	1.57E-04	1.34E-04
2.18E+02	1.54E-04	1.47E-04	1.25E-04
2.20E+02	1.45E-04	1.38E-04	1.17E-04
2.22E+02	1.36E-04	1.30E-04	1.10E-04
2.24E+02	1.28E-04	1.22E-04	1.03E-04
2.26E+02	1.20E-04	1.14E-04	9.71E-05
2.28E+02	1.13E-04	1.07E-04	9.11E-05
2.30E+02	1.06E-04	1.01E-04	8.56E-05
2.32E+02	9.98E-05	9.49E-05	8.06E-05
2.34E+02	9.40E-05	8.92E-05	7.57E-05
2.36E+02	8.84E-05	8.40E-05	7.13E-05
2.38E+02	8.34E-05	7.90E-05	6.70E-05
2.40E+02	7.87E-05	7.46E-05	6.32E-05
2.42E+02	7.42E-05	7.03E-05	5.95E-05
2.44E+02	7.00E-05	6.64E-05	5.61E-05
2.46E+02	6.61E-05	6.25E-05	5.29E-05
2.48E+02	6.24E-05	5.91E-05	5.00E-05
2.50E+02	5.90E-05	5.58E-05	4.71E-05
