9.00E+01	9.45E-02	8.75E-02	7.22E-02
9.20E+01	8.13E-02	7.55E-02	6.22E-02
9.40E+01	7.03E-02	6.53E-02	5.39E-02
9.60E+01	6.11E-02	5.66E-02	4.68E-02
9.80E+01	5.30E-02	4.92E-02	4.07E-02
1.00E+02	4.63E-02	4.29E-02	3.54E-02
1.02E+02	4.04E-02	3.76E-02	3.11E-02
1.04E+02	3.54E-02	3.29E-02	2.72E-02
1.06E+02	3.11E-02	2.89E-02	2.39E-02
1.08E+02	2.73E-02	2.54E-02	2.11E-02
1.10E+02	2.41E-02	2.24E-02	1.86E-02
1.12E+02	2.13E-02	1.99E-02	1.64E-02
1.14E+02	1.89E-02	1.76E-02	1.46E-02
1.16E+02	1.68E-02	1.56E-02	1.29E-02
1.18E+02	1.49E-02	1.39E-02	1.15E-02
1.20E+02	1.33E-02	1.24E-02	1.03E-02
1.22E+02	1.18E-02	1.10E-02	9.14E-03
1.24E+02	1.06E-02	9.86E-03	8.18E-03
1.26E+02	9.48E-03	8.84E-03	7.33E-03
1.28E+02	8.50E-03	7.93E-03	6.57E-03
1.30E+02	7.64E-03	7.13E-03	5.90E-03
1.32E+02	6.88E-03	6.41E-03	5.32E-03
1.34E+02	6.20E-03	5.77E-03	4.79E-03
1.36E+02	5.58E-03	5.21E-03	4.32E-03
1.38E+02	5.06E-03	4.71E-03	3.91E-03
1.40E+02	4.57E-03	4.26E-03	3.54E-03
1.42E+02	4.14E-03	3.86E-03	3.21E-03
1.44E+02	3.75E-03	3.50E-03	2.91E-03
1.46E+02	3.42E-03	3.18E-03	2.65E-03
1.48E+02	3.10E-03	2.89E-03	2.40E-03
1.50E+02	2.82E-03	2.64E-03	2.19E-03
1.52E+02	2.57E-03	2.40E-03	2.00E-03
1.54E+02	2.34E-03	2.19E-03	1.82E-03
1.56E+02	2.14E-03	2.00E-03	1.66E-03
1.58E+02	1.96E-03	1.83E-03	1.52E-03
1.60E+02	1.80E-03	1.67E-03	1.39E-03
1.62E+02	1.65E-03	1.54E-03	1.28E-03
1.64E+02	1.51E-03	1.41E-03	1.17E-03
1.66E+02	1.39E-03	1.29E-03	1.07E-03
1.68E+02	1.27E-03	1.19E-03	9.86E-04
1.70E+02	1.17E-03	1.09E-03	9.07E-04
1.72E+02	1.08E-03	1.01E-03	8.35E-04
1.74E+02	9.96E-04	9.26E-04	7.69E-04
1.76E+02	9.17E-04	8.54E-04	7.09E-04
1.78E+02	8.47E-04	7.88E-04	6.54E-04
1.80E+02	7.82E-04	7.28E-04	6.04E-04
1.82E+02	7.22E-04	6.73E-04	5.59E-04
1.84E+02	6.69E-04	6.22E-04	5.17E-04
1.86E+02	6.20E-04	5.77E-04	4.78E-04
1.88E+02	5.74E-04	5.34E-04	4.43E-04
1.90E+02	5.32E-04	4.95E-04	4.11E-04
1.92E+02	4.93E-04	4.60E-04	3.81E-04
1.94E+02	4.59E-04	4.27E-04	3.54E-04
1.96E+02	4.26E-04	3.97E-04	3.29E-04
1.98E+02	3.96E-04	3.69E-04	3.06E-04
2.00E+02	3.69E-04	3.43E-04	2.84E-04
2.02E+02	3.44E-04	3.20E-04	2.64E-04
2.04E+02	3.20E-04	2.97E-04	2.46E-04
2.06E+02	2.99E-04	2.77E-04	2.29E-04
2.08E+02	2.78E-04	2.59E-04	2.14E-04
2.10E+02	2.60E-04	2.41E-04	2.00E-04
2.12E+02	2.43E-04	2.26E-04	1.86E-04
2.14E+02	2.27E-04	2.11E-04	1.74E-04
2.16E+02	2.12E-04	1.97E-04	1.63E-04
2.18E+02	1.98E-04	1.84E-04	1.52E-04
2.20E+02	1.86E-04	1.72E-04	1.43E-04
2.22E+02	1.74E-04	1.62E-04	1.33E-04
2.24E+02	1.63E-04	1.51E-04	1.25E-04
2.26E+02	1.53E-04	1.42E-04	1.17E-04
2.28E+02	1.43E-04	1.33E-04	1.10E-04
2.30E+02	1.35E-04	1.25E-04	1.03E-04
2.32E+02	1.26E-04	1.17E-04	9.67E-05
2.34E+02	1.19E-04	1.10E-04	9.07E-05
2.36E+02	1.12E-04	1.03E-04	8.52E-05
2.38E+02	1.05E-04	9.70E-05	7.99E-05
2.40E+02	9.88E-05	9.14E-05	7.52E-05
2.42E+02	9.29E-05	8.60E-05	7.08E-05
2.44E+02	8.75E-05	8.11E-05	6.66E-05
2.46E+02	8.24E-05	7.62E-05	6.27E-05
2.48E+02	7.77E-05	7.19E-05	5.91E-05
2.50E+02	7.33E-05	6.78E-05	5.56E-05
